"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","GeneAnno"
"chr10-88759381-88760169.1",5.14912379280559e-15,0.940535387297123,0.135,0.073,8.46284240966563e-10,"cDC2","chr10-88759381-88760169","LIPN"
"chr7-101717189-101718714.1",1.92456034858051e-24,0.938742258741158,0.217,0.115,3.16311116090949e-19,"cDC2","chr7-101717189-101718714","AC004953.1"
"chr9-129333659-129334638",1.60468064544954e-12,0.938693296097144,0.112,0.061,2.63737287482859e-07,"cDC2","chr9-129333659-129334638","LINC01503"
"chr6-11317641-11318750.1",2.4769237953551e-16,0.938657000656857,0.147,0.077,4.07094810385588e-11,"cDC2","chr6-11317641-11318750","NEDD9"
"chr3-46110610-46111502",4.95106845113899e-14,0.938337367704084,0.126,0.067,8.13732855286948e-09,"cDC2","chr3-46110610-46111502","CCR3"
"chr19-53823654-53824792.1",8.66500269853643e-20,0.93826015612832,0.177,0.095,1.42413651851796e-14,"cDC2","chr19-53823654-53824792","NLRP12"
"chr1-30754688-30755047",2.68654002254332e-19,0.935303801091376,0.174,0.093,4.41546285405108e-14,"cDC2","chr1-30754688-30755047","LAPTM5"
"chr1-234934468-234934953.1",1.63735744770324e-14,0.935128532938232,0.13,0.07,2.69107883317267e-09,"cDC2","chr1-234934468-234934953","RP11-443B7.2"
"chr2-109213358-109214437.1",1.30272610993301e-16,0.935080163360049,0.153,0.08,2.1410954979804e-11,"cDC2","chr2-109213358-109214437","SH3RF3"
"chr1-185373740-185374493.1",6.53350904627511e-14,0.933344552159964,0.127,0.066,1.07381487930055e-08,"cDC2","chr1-185373740-185374493","GS1-279B7.1"
"chr1-233112748-233113813.1",1.72671099168489e-20,0.931752581115741,0.184,0.099,2.83793585038371e-15,"cDC2","chr1-233112748-233113813","PCNX2"
"chr21-33394135-33395073",5.82005626035967e-12,0.93045564789901,0.108,0.059,9.56555346671413e-07,"cDC2","chr21-33394135-33395073","IFNGR2"
"chr6-139762491-139763044",4.10798136375358e-12,0.929569064597927,0.109,0.061,6.75167277039719e-07,"cDC2","chr6-139762491-139763044","RP5-899B16.1"
"chr2-239500298-239501614.1",5.96949508906849e-21,0.929249893990451,0.189,0.101,9.81116365363851e-16,"cDC2","chr2-239500298-239501614","AC079612.1"
"chr4-26826657-26827177",1.0779291344679e-11,0.928875067973508,0.106,0.057,1.77163042895472e-06,"cDC2","chr4-26826657-26827177","STIM2"
"chr6-7617808-7619067.1",9.69667540390988e-15,0.923306629234228,0.136,0.073,1.59369708600961e-09,"cDC2","chr6-7617808-7619067","SNRNP48"
"chr19-56270372-56271565.1",1.25574095588495e-17,0.922913495195405,0.161,0.089,2.0638730480447e-12,"cDC2","chr19-56270372-56271565","ZSCAN5A"
"chr13-110463718-110464889.1",6.65428580157161e-27,0.921443684333857,0.242,0.131,1.0936651429173e-21,"cDC2","chr13-110463718-110464889","COL4A2"
"chr2-112880791-112881821.1",1.12448913205202e-13,0.919950312768728,0.127,0.067,1.84815411298411e-08,"cDC2","chr2-112880791-112881821","IL37"
"chr11-61970116-61970368.1",2.57666166685254e-13,0.918856411831749,0.123,0.066,4.2348722825555e-08,"cDC2","chr11-61970116-61970368","FTH1"
"chr10-119305783-119307119.1",3.11865882854305e-18,0.918480081500779,0.169,0.093,5.12567171765193e-13,"cDC2","chr10-119305783-119307119","GRK5"
"chr7-26359669-26360971",1.66822365526186e-11,0.917718800374809,0.107,0.057,2.74180898860563e-06,"cDC2","chr7-26359669-26360971","SNX10"
"chr19-18088561-18089438.1",2.05048788964114e-18,0.917699797662219,0.17,0.093,3.3700793710197e-13,"cDC2","chr19-18088561-18089438","IL12RB1"
"chr1-184792251-184793123.1",1.72937317438057e-14,0.916385271938913,0.135,0.074,2.84231128075319e-09,"cDC2","chr1-184792251-184793123","FAM129A"
"chr21-38244543-38245476",3.14516259993207e-11,0.916303643990954,0.105,0.055,5.16923199111835e-06,"cDC2","chr21-38244543-38245476","KCNJ15"
"chr16-73068447-73069319.1",1.59869257275567e-13,0.915256630836614,0.128,0.066,2.62753117795258e-08,"cDC2","chr16-73068447-73069319","RP11-346C20.3"
"chr11-62033275-62034014",8.63142071137477e-11,0.915127377361711,0.101,0.054,1.418617151018e-05,"cDC2","chr11-62033275-62034014","RP11-810P12.5"
"chr22-39960899-39961803",7.48743467695906e-15,0.914821010161943,0.14,0.074,1.23059732633161e-09,"cDC2","chr22-39960899-39961803","GRAP2"
"chr2-169036726-169037397",9.44660694039473e-11,0.91458686759565,0.102,0.053,1.55259708368858e-05,"cDC2","chr2-169036726-169037397","ABCB11"
"chr5-83368211-83369259.1",8.82274879482924e-19,0.913681355471984,0.176,0.095,1.45006287817416e-13,"cDC2","chr5-83368211-83369259","XRCC4"
"chr2-43304888-43305940.1",1.52669238476762e-17,0.912652268542003,0.164,0.091,2.50919526898482e-12,"cDC2","chr2-43304888-43305940","THADA"
"chr15-90570681-90571601.1",6.82872806170854e-17,0.912103291072542,0.16,0.086,1.12233560058211e-11,"cDC2","chr15-90570681-90571601","CRTC3"
"chr13-30737457-30738247.1",2.25832330765271e-18,0.91173392372013,0.171,0.094,3.7116672722926e-13,"cDC2","chr13-30737457-30738247","ALOX5AP"
"chr13-114063940-114064431.1",1.22390943445996e-16,0.911574622758398,0.156,0.084,2.01155635100666e-11,"cDC2","chr13-114063940-114064431","RASA3"
"chr4-70892043-70892769",1.40076521585137e-11,0.911548757149756,0.109,0.058,2.30222767051252e-06,"cDC2","chr4-70892043-70892769","MOB1B"
"chr9-19161361-19162222.1",5.11207979505178e-22,0.910942677601553,0.205,0.11,8.40195874715735e-17,"cDC2","chr9-19161361-19162222","PLIN2"
"chr12-51885668-51886313.1",2.36216456373657e-13,0.910766625502386,0.126,0.068,3.88233556872924e-08,"cDC2","chr12-51885668-51886313","ANKRD33"
"chr16-83744176-83745120",2.87636384902655e-11,0.910064391332671,0.105,0.057,4.72744780406759e-06,"cDC2","chr16-83744176-83745120","CDH13"
"chr13-28401292-28402219",7.56953788551089e-14,0.909878912937548,0.131,0.07,1.24409139917314e-08,"cDC2","chr13-28401292-28402219","FLT1"
"chr20-23161335-23162642.1",3.25945467298515e-15,0.909747445484729,0.144,0.076,5.35707672778474e-10,"cDC2","chr20-23161335-23162642","RNA5SP478"
"chr6-169912357-169913482",1.28834487906778e-11,0.909102400411306,0.109,0.06,2.11745922599184e-06,"cDC2","chr6-169912357-169913482","RP1-182D15.2"
"chr9-35644553-35644944",3.073753973226e-11,0.908623608167444,0.105,0.06,5.05186834269559e-06,"cDC2","chr9-35644553-35644944","CD72"
"chr12-6074249-6075594.1",1.60753672779224e-16,0.908476134572713,0.156,0.086,2.64206698896294e-11,"cDC2","chr12-6074249-6075594","VWF"
"chr10-71828875-71829593",4.51205975911403e-12,0.908319814101895,0.113,0.063,7.41579581709187e-07,"cDC2","chr10-71828875-71829593","PSAP"
"chr20-45945511-45946868.1",4.45993275839134e-23,0.907574642011062,0.215,0.119,7.33012248505408e-18,"cDC2","chr20-45945511-45946868","PCIF1"
"chr16-29299632-29300615",1.59756737625795e-13,0.905085077880196,0.127,0.07,2.62568186124876e-08,"cDC2","chr16-29299632-29300615","RP11-231C14.7"
"chr9-269092-269620",1.23787523628401e-10,0.904843802664085,0.1,0.054,2.03450984459459e-05,"cDC2","chr9-269092-269620","DOCK8"
"chr20-23155983-23156480",2.6909097534787e-16,0.904777027874744,0.155,0.083,4.42264472532992e-11,"cDC2","chr20-23155983-23156480","RNA5SP478"
"chr12-54428023-54429168.1",9.51007960825573e-24,0.901654081858863,0.223,0.122,1.56302913401487e-18,"cDC2","chr12-54428023-54429168","LINC01154"
"chr12-89731138-89732109.1",1.49169666889214e-12,0.901636366862308,0.12,0.064,2.45167806015768e-07,"cDC2","chr12-89731138-89732109","RNA5SP365"
"chr9-93115870-93116415.1",1.51593593293356e-16,0.901384152690006,0.159,0.086,2.49151650257295e-11,"cDC2","chr9-93115870-93116415","CARD19"
"chr3-46108886-46109643.1",8.81276378832546e-15,0.901331705413463,0.142,0.077,1.44842179243023e-09,"cDC2","chr3-46108886-46109643","CCR3"
"chr12-6229689-6231094",1.32481402225558e-13,0.899887696591809,0.131,0.071,2.17739808627816e-08,"cDC2","chr12-6229689-6231094","CD9"
"chr20-4154703-4155368.1",2.18745222804364e-13,0.899836572446261,0.128,0.069,3.59518710940113e-08,"cDC2","chr20-4154703-4155368","SMOX"
"chr3-183381051-183382126.1",6.67245042218288e-18,0.899547243664685,0.17,0.094,1.09665058913787e-12,"cDC2","chr3-183381051-183382126","MCF2L2"
"chr2-44100077-44101192",1.58343058762442e-17,0.899230396926438,0.169,0.093,2.60244734229011e-12,"cDC2","chr2-44100077-44101192","PPM1B"
"chr8-125696801-125697099",7.01570696818905e-11,0.897591403915133,0.104,0.055,1.15306651875671e-05,"cDC2","chr8-125696801-125697099","RP11-697B24.1"
"chr13-114114754-114115732.1",6.38312489858942e-17,0.896629746171267,0.164,0.089,1.04909849270766e-11,"cDC2","chr13-114114754-114115732","RASA3"
"chr6-108781748-108783082.1",8.52947813683249e-15,0.896327710950672,0.142,0.079,1.4018623791791e-09,"cDC2","chr6-108781748-108783082","LINC00222"
"chr7-135151096-135151972.1",2.16020717855252e-14,0.896218647774534,0.139,0.075,3.55040850831e-09,"cDC2","chr7-135151096-135151972","TMEM140"
"chr21-29162636-29163883",4.68266476441667e-11,0.895286405902484,0.107,0.059,7.69619367355702e-06,"cDC2","chr21-29162636-29163883","MAP3K7CL"
"chr10-127990261-127991582.1",8.14741570351794e-12,0.894438083191322,0.114,0.064,1.33906850795169e-06,"cDC2","chr10-127990261-127991582","PTPRE"
"chr3-72338225-72339612.1",4.95718810232091e-21,0.892958501814262,0.203,0.111,8.14738650556953e-16,"cDC2","chr3-72338225-72339612","RP11-447M4.1"
"chr21-15221738-15222373",1.55419388480447e-16,0.892744235727266,0.159,0.088,2.55439535937038e-11,"cDC2","chr21-15221738-15222373","AJ006998.2"
"chr22-35329958-35330841.1",6.54798115629118e-13,0.892581777864487,0.124,0.069,1.07619344294224e-07,"cDC2","chr22-35329958-35330841","TOM1"
"chr15-78915157-78915805.1",1.14526822679622e-14,0.892184408120516,0.143,0.077,1.88230559415093e-09,"cDC2","chr15-78915157-78915805","CTSH"
"chr21-42097250-42098425.1",3.33999988914868e-15,0.891643490061272,0.148,0.081,5.48945681781032e-10,"cDC2","chr21-42097250-42098425","UMODL1"
"chr10-62632058-62632883.1",2.12240770268959e-16,0.891262867423685,0.16,0.087,3.48828317975547e-11,"cDC2","chr10-62632058-62632883","ZNF365"
"chr9-134459178-134459689",5.75082373042774e-11,0.889657353547386,0.107,0.059,9.45176634214451e-06,"cDC2","chr9-134459178-134459689","RXRA"
"chr4-158805487-158806120",6.23719642927729e-18,0.8895703407534,0.175,0.095,1.02511441913387e-12,"cDC2","chr4-158805487-158806120","FNIP2"
"chrX-118975944-118976890",1.58396644813689e-12,0.88928871062936,0.122,0.067,2.60332805583538e-07,"cDC2","chrX-118975944-118976890","LONRF3"
"chr5-72599574-72600946.1",2.56684033573566e-15,0.8891797271252,0.15,0.081,4.21873043379835e-10,"cDC2","chr5-72599574-72600946","CTC-347C20.2"
"chr10-76403666-76404839",5.83294507441804e-11,0.888834850096674,0.108,0.058,9.58673687705977e-06,"cDC2","chr10-76403666-76404839","C10orf11"
"chr20-31522658-31524092",1.05997230985678e-23,0.888626020630365,0.228,0.123,1.74211748986512e-18,"cDC2","chr20-31522658-31524092","HM13"
"chr20-46544780-46545568",3.53702036103729e-17,0.888363390699484,0.168,0.092,5.81326981438283e-12,"cDC2","chr20-46544780-46545568","OCSTAMP"
"chr6-90537635-90538265.1",2.81032554483656e-14,0.888093787209669,0.14,0.076,4.61891054921613e-09,"cDC2","chr6-90537635-90538265","MAP3K7"
"chr11-11416368-11417303",1.8603354734098e-10,0.887123281951401,0.102,0.056,3.05755436732267e-05,"cDC2","chr11-11416368-11417303","GALNT18"
"chr4-3041237-3042223.1",1.41049470476827e-23,0.88677452891586,0.226,0.125,2.31821857202189e-18,"cDC2","chr4-3041237-3042223","GRK4"
"chr10-45403727-45404584.1",6.08139970179464e-12,0.885938667744603,0.117,0.065,9.99508447988458e-07,"cDC2","chr10-45403727-45404584","ALOX5"
"chr3-194002896-194004093.1",1.76071397934349e-23,0.885888116843294,0.225,0.126,2.89382146074999e-18,"cDC2","chr3-194002896-194004093","RP11-699L21.2"
"chr11-64885428-64886363.1",2.48421761554137e-17,0.885389970129939,0.17,0.092,4.08293586202302e-12,"cDC2","chr11-64885428-64886363","EHD1"
"chr22-50538215-50538503",2.94186558205804e-11,0.884678543364733,0.109,0.061,4.83510317739149e-06,"cDC2","chr22-50538215-50538503","CTA-384D8.35"
"chr4-140094542-140095192.1",7.64389093009774e-26,0.880476983613439,0.248,0.138,1.25631169381621e-20,"cDC2","chr4-140094542-140095192","MAML3"
"chr9-137630242-137631028",5.9481583688223e-16,0.880290425141236,0.156,0.087,9.77609568707789e-11,"cDC2","chr9-137630242-137631028","EHMT1"
"chr1-39992021-39992720",1.01623818862174e-12,0.879718032560917,0.126,0.07,1.67023827490926e-07,"cDC2","chr1-39992021-39992720","MFSD2A"
"chr3-153221447-153222516.1",7.42184511103592e-18,0.879136995087431,0.178,0.096,1.21981735322431e-12,"cDC2","chr3-153221447-153222516","RAP2B"
"chr1-27111660-27112523.1",4.48242726893216e-19,0.879004668855638,0.187,0.107,7.36709333785346e-14,"cDC2","chr1-27111660-27112523","SLC9A1"
"chr15-55281945-55282859",8.78520952758343e-11,0.878484697615684,0.107,0.06,1.44389311190598e-05,"cDC2","chr15-55281945-55282859","RAB27A"
"chr13-51822170-51822795",4.77979347949332e-10,0.878254380854881,0.1,0.056,7.85582957322125e-05,"cDC2","chr13-51822170-51822795","RP11-327P2.7"
"chr21-39079250-39080028",1.00100564711815e-10,0.877847885439693,0.105,0.06,1.64520283132104e-05,"cDC2","chr21-39079250-39080028","AF064858.10"
"chr2-8176300-8177822",1.01382361489007e-10,0.87777923959579,0.107,0.058,1.66626980225257e-05,"cDC2","chr2-8176300-8177822","LINC00298"
"chr21-42198868-42200207.1",8.14571677594182e-18,0.877702931393445,0.175,0.1,1.33878928070992e-12,"cDC2","chr21-42198868-42200207","ABCG1"
"chr20-47124116-47125176.1",6.10030851593252e-15,0.875968351410849,0.15,0.082,1.00261620613609e-09,"cDC2","chr20-47124116-47125176","EYA2"
"chr8-125434625-125434997",4.60805699899787e-12,0.87489763392776,0.122,0.067,7.57357208070295e-07,"cDC2","chr8-125434625-125434997","TRIB1"
"chr20-8394155-8394741.1",1.32546311381104e-11,0.874101605617665,0.116,0.064,2.17846490070413e-06,"cDC2","chr20-8394155-8394741","PLCB1"
"chr15-67027718-67028213",3.01486611097493e-10,0.873921409380606,0.102,0.057,4.95508319669285e-05,"cDC2","chr15-67027718-67028213","SMAD3"
"chr4-74230579-74231500",3.94654608771529e-13,0.872460736770305,0.134,0.075,6.48634582246447e-08,"cDC2","chr4-74230579-74231500","MTHFD2L"
"chr3-192957227-192958071.1",3.46350431935782e-14,0.872080317317149,0.142,0.08,5.69244252408055e-09,"cDC2","chr3-192957227-192958071","MB21D2"
"chr12-89389732-89391653",3.72201430669615e-11,0.871726165397468,0.111,0.062,6.11731661377046e-06,"cDC2","chr12-89389732-89391653","RP11-1109F11.5"
"chr1-234774886-234776120.1",4.82291527050772e-22,0.87103720715726,0.217,0.125,7.92670239284296e-17,"cDC2","chr1-234774886-234776120","AL360294.1"
"chr7-41777750-41778665",7.40777657850566e-20,0.870522612240352,0.199,0.11,1.2175051195603e-14,"cDC2","chr7-41777750-41778665","INHBA"
"chr9-85743272-85743814",1.01201906460408e-10,0.868445671623349,0.109,0.059,1.66330393363004e-05,"cDC2","chr9-85743272-85743814","AGTPBP1"
"chr3-195900319-195901008.1",1.09528648814364e-12,0.867316409800376,0.128,0.073,1.80015810758848e-07,"cDC2","chr3-195900319-195901008","TNK2"
"chr4-152850038-152850809",1.26107453313835e-11,0.867313946413556,0.117,0.067,2.07263904893953e-06,"cDC2","chr4-152850038-152850809","ARFIP1"
"chr5-177508832-177511409.1",1.09467849351947e-16,0.867147243968988,0.169,0.097,1.79915883802393e-11,"cDC2","chr5-177508832-177511409","DOK3"
"chr7-44257573-44258447.1",8.34252028230622e-16,0.866598492521605,0.16,0.09,1.37113492099844e-10,"cDC2","chr7-44257573-44258447","CAMK2B"
"chr14-76955803-76957151.1",4.04671599423276e-49,0.866502781099231,0.417,0.253,6.65098007232125e-44,"cDC2","chr14-76955803-76957151","LINC01629"
"chr10-48606302-48607380.1",4.38473160628948e-13,0.866088255700541,0.133,0.074,7.20652563151708e-08,"cDC2","chr10-48606302-48607380","ARHGAP22"
"chr17-83124854-83126594.1",8.84184365389355e-33,0.865632968643772,0.31,0.178,1.45320121373567e-27,"cDC2","chr17-83124854-83126594","AC139099.4"
"chr5-180069573-180070222.1",1.10450055109997e-15,0.865239987700387,0.159,0.089,1.81530188076035e-10,"cDC2","chr5-180069573-180070222","RNF130"
"chr10-101071024-101071757.1",4.60370636259826e-14,0.862695119828385,0.144,0.083,7.56642159224838e-09,"cDC2","chr10-101071024-101071757","KAZALD1"
"chr18-13464452-13465885",6.70823522055602e-10,0.862595410039024,0.101,0.057,0.000110253199967448,"cDC2","chr18-13464452-13465885","LDLRAD4"
"chr7-964421-965715.1",1.9088445010481e-14,0.861168966440841,0.149,0.084,3.1372813796976e-09,"cDC2","chr7-964421-965715","COX19"
"chr3-183380227-183380633.1",2.01187366587152e-11,0.860518129222023,0.117,0.065,3.30661496354314e-06,"cDC2","chr3-183380227-183380633","MCF2L2"
"chr9-127838347-127839052.1",3.18877860016573e-14,0.859002176353612,0.146,0.084,5.24091706830239e-09,"cDC2","chr9-127838347-127839052","ENG"
"chr10-3095255-3096526.1",1.2431394988574e-11,0.857765254732168,0.12,0.068,2.04316192334708e-06,"cDC2","chr10-3095255-3096526","PFKP"
"chr2-236871282-236872257.1",1.63983701468563e-23,0.856283212156064,0.237,0.135,2.69515412548657e-18,"cDC2","chr2-236871282-236872257","AC011286.1"
"chr5-179758848-179760808.1",1.82686354253324e-19,0.855723671393962,0.2,0.113,3.0025415753305e-14,"cDC2","chr5-179758848-179760808","MAML1"
"chr7-77326963-77327550.1",4.30006020795388e-15,0.85558536447513,0.157,0.088,7.0673639547826e-10,"cDC2","chr7-77326963-77327550","CCDC146"
"chr14-89425842-89426382.1",1.39475525695445e-12,0.85519300942794,0.129,0.073,2.29235000256749e-07,"cDC2","chr14-89425842-89426382","FOXN3"
"chr9-136700246-136701872",4.57485926044174e-24,0.855095778466501,0.243,0.137,7.51900993749902e-19,"cDC2","chr9-136700246-136701872","FAM69B"
"chr9-134922397-134923189.1",1.32883016540014e-13,0.855013953610279,0.142,0.078,2.1839988183434e-08,"cDC2","chr9-134922397-134923189","FCN1"
"chr3-157130173-157130838.1",8.27075056741988e-12,0.853629935165847,0.123,0.069,1.35933920950829e-06,"cDC2","chr3-157130173-157130838","LINC00880"
"chr4-15659758-15660208",8.62345591459023e-10,0.853295623169953,0.101,0.057,0.000141730809684248,"cDC2","chr4-15659758-15660208","FBXL5"
"chr1-27635030-27635343",1.12935564969706e-11,0.853282750544757,0.12,0.068,1.8561524780596e-06,"cDC2","chr1-27635030-27635343","FGR"
"chr2-10283151-10283677",6.34899565955801e-10,0.852738209826255,0.103,0.057,0.000104348918162666,"cDC2","chr2-10283151-10283677","HPCAL1"
"chr4-88802497-88803999",2.31266496497125e-10,0.851716909235441,0.107,0.062,3.80098050317849e-05,"cDC2","chr4-88802497-88803999","FAM13A"
"chr1-12171876-12172359.1",1.34851477807487e-16,0.850263913464883,0.173,0.098,2.21635146350495e-11,"cDC2","chr1-12171876-12172359","TNFRSF1B"
"chr6-15066573-15067383.1",4.60170487620972e-18,0.850015846966762,0.189,0.107,7.56313204929448e-13,"cDC2","chr6-15066573-15067383","RP11-146I2.1"
"chr8-141208420-141209351",5.91828981273208e-10,0.84963301956865,0.104,0.057,9.72700522171581e-05,"cDC2","chr8-141208420-141209351","SLC45A4"
"chr6-108966399-108967516",4.09176056009381e-10,0.849370379776503,0.106,0.06,6.72501306854218e-05,"cDC2","chr6-108966399-108967516","ARMC2"
"chr19-17721080-17722156.1",7.5221451975073e-15,0.849314728970414,0.155,0.088,1.23630217393631e-09,"cDC2","chr19-17721080-17722156","MAP1S"
"chr3-58334879-58335572.1",4.68262861507483e-16,0.848957757105923,0.168,0.096,7.69613426030624e-11,"cDC2","chr3-58334879-58335572","PXK"
"chr9-113857751-113858622",8.56356171092061e-10,0.848351517439741,0.102,0.058,0.000140746418499836,"cDC2","chr9-113857751-113858622","ZNF618"
"chr2-43210426-43211071",4.33257515320721e-10,0.847909202777876,0.106,0.059,7.1208038930537e-05,"cDC2","chr2-43210426-43211071","ZFP36L2"
"chr14-68694975-68695801.1",1.63780755809924e-14,0.847778480120409,0.152,0.087,2.691818612114e-09,"cDC2","chr14-68694975-68695801","RAD51B"
"chr2-127695738-127696470",4.7039630282291e-10,0.847487516479632,0.105,0.06,7.73119843504594e-05,"cDC2","chr2-127695738-127696470","WDR33"
"chr3-5428596-5429400",1.92618659365813e-10,0.846986466305576,0.11,0.062,3.16578397600682e-05,"cDC2","chr3-5428596-5429400","AC026202.5"
"chr8-47591563-47592609",2.66665355923226e-10,0.846446995677782,0.108,0.06,4.38277845727619e-05,"cDC2","chr8-47591563-47592609","SPIDR"
"chr8-11858567-11859166.1",1.199275429452e-14,0.846300441763766,0.154,0.09,1.97106913207583e-09,"cDC2","chr8-11858567-11859166","CTSB"
"chr6-151036139-151036703",8.79310113611597e-10,0.846230039484606,0.102,0.057,0.000144519013722634,"cDC2","chr6-151036139-151036703","MTHFD1L"
"chr2-121698536-121700200.1",1.9924718223224e-14,0.846039168610718,0.153,0.086,3.27472706357798e-09,"cDC2","chr2-121698536-121700200","NIFK"
"chr20-25461418-25462430.1",5.05437195670523e-13,0.844106421850159,0.139,0.077,8.30711302944288e-08,"cDC2","chr20-25461418-25462430","NINL"
"chr10-71868093-71868608.1",1.08547531286294e-11,0.843970690927787,0.123,0.07,1.78403295045588e-06,"cDC2","chr10-71868093-71868608","RP11-472G21.2"
"chr8-90466949-90468084",4.44339414436174e-10,0.8437569013688,0.107,0.061,7.30294044596575e-05,"cDC2","chr8-90466949-90468084","LINC00534"
"chr10-133234766-133236248",8.02040336466439e-11,0.843700521844874,0.114,0.064,1.31819339499942e-05,"cDC2","chr10-133234766-133236248","VENTX"
"chr21-38477118-38477647",6.72222397412905e-10,0.843060526615194,0.104,0.059,0.000110483112126798,"cDC2","chr21-38477118-38477647","ERG"
"chr17-8055825-8056669.1",1.02252431091398e-16,0.841881455212206,0.178,0.102,1.68056983120267e-11,"cDC2","chr17-8055825-8056669","RP11-599B13.3"
"chr13-99279736-99280493.1",4.52451134970754e-12,0.840500375882479,0.129,0.074,7.43626062881183e-07,"cDC2","chr13-99279736-99280493","UBAC2"
"chr7-44977102-44977914.1",3.55113048600381e-19,0.840474702005086,0.2,0.118,5.83646051027156e-14,"cDC2","chr7-44977102-44977914","MYO1G"
"chr8-124702530-124703271.1",1.24574537513051e-10,0.840115782841088,0.112,0.064,2.04744481129575e-05,"cDC2","chr8-124702530-124703271","MTSS1"
"chr18-49227328-49228667",3.88596925799736e-10,0.838318551207995,0.108,0.061,6.38678477398157e-05,"cDC2","chr18-49227328-49228667","DYM"
"chr9-114364111-114364956.1",6.26738169226781e-16,0.837213734120518,0.171,0.096,1.03007551803268e-10,"cDC2","chr9-114364111-114364956","AKNA"
"chr4-140095709-140096479",9.41114275586635e-18,0.837059670227668,0.189,0.107,1.54676836764041e-12,"cDC2","chr4-140095709-140096479","MAML3"
"chr4-74430869-74431738.1",1.30675148233209e-12,0.83681800400011,0.136,0.076,2.14771139878691e-07,"cDC2","chr4-74430869-74431738","AREG"
"chr17-27244051-27245657.1",7.69459049682054e-21,0.836683432963873,0.219,0.128,1.26464442110494e-15,"cDC2","chr17-27244051-27245657","RP11-663N22.1"
"chr11-61701280-61701941.1",2.24994103638287e-12,0.836366001394892,0.132,0.077,3.69789059034707e-07,"cDC2","chr11-61701280-61701941","DAGLA"
"chr12-10392338-10393028.1",2.56993784514472e-12,0.836118684033303,0.132,0.077,4.2238213453876e-07,"cDC2","chr12-10392338-10393028","KLRC4-KLRK1"
"chr16-87871024-87871826.1",3.79439135903207e-12,0.836076049104592,0.13,0.073,6.23627191813717e-07,"cDC2","chr16-87871024-87871826","SLC7A5"
"chr19-15209598-15210905.1",2.30027558373407e-14,0.833050184740545,0.156,0.09,3.78061793564613e-09,"cDC2","chr19-15209598-15210905","NOTCH3"
"chr4-107837319-107839376.1",4.88384425039057e-15,0.833042227799734,0.163,0.095,8.02684221772942e-10,"cDC2","chr4-107837319-107839376","SGMS2"
"chr7-74480130-74481221.1",1.06507691001018e-16,0.833031154161907,0.18,0.102,1.75050715544723e-11,"cDC2","chr7-74480130-74481221","GTF2IRD1"
"chr9-129776695-129777718.1",1.33921303287971e-26,0.83276150441483,0.274,0.162,2.20106358018945e-21,"cDC2","chr9-129776695-129777718","PTGES"
"chr15-39426451-39428043.1",2.72971153279745e-33,0.832704376690662,0.33,0.193,4.48641738972926e-28,"cDC2","chr15-39426451-39428043","RP11-624L4.1"
"chr9-101578243-101578837",1.12779057874604e-09,0.832614598660986,0.104,0.059,0.000185358020569806,"cDC2","chr9-101578243-101578837","GRIN3A"
"chr1-247408079-247408501",1.70372400649496e-10,0.831772287055606,0.114,0.063,2.80015559087479e-05,"cDC2","chr1-247408079-247408501","NLRP3"
"chr7-73581612-73582391",3.38188485366915e-15,0.83176616388585,0.165,0.093,5.55829685124793e-10,"cDC2","chr7-73581612-73582391","TBL2"
"chr20-5065502-5066348.1",1.7643026945055e-12,0.831240540955044,0.135,0.08,2.89971969355452e-07,"cDC2","chr20-5065502-5066348","RP5-1116H23.3"
"chr1-159429128-159429776.1",1.17373114459386e-11,0.830657265428313,0.126,0.071,1.92908582269724e-06,"cDC2","chr1-159429128-159429776","OR10J1"
"chr17-82267370-82268119.1",8.75734812791297e-12,0.829818239939368,0.129,0.072,1.43931395156314e-06,"cDC2","chr17-82267370-82268119","CSNK1D"
"chr12-10182477-10183061.1",1.04945684346939e-11,0.829024986880417,0.127,0.074,1.72483479508412e-06,"cDC2","chr12-10182477-10183061","TMEM52B"
"chr19-55216325-55217304",5.00557181444044e-11,0.827912747270722,0.121,0.069,8.22690755562358e-06,"cDC2","chr19-55216325-55217304","CTD-2587H24.10"
"chr12-94172876-94173343.1",3.4762458262645e-13,0.827892204497453,0.143,0.084,5.71338382775702e-08,"cDC2","chr12-94172876-94173343","PLXNC1"
"chr5-135578442-135579415.1",1.26086814246904e-10,0.827067158230608,0.116,0.066,2.07229983555499e-05,"cDC2","chr5-135578442-135579415","CXCL14"
"chr3-5035677-5036561",1.35830740310469e-09,0.827008918830532,0.103,0.058,0.000223244613237271,"cDC2","chr3-5035677-5036561","BHLHE40"
"chr8-141137764-141138482.1",5.88840800082277e-24,0.826659151852626,0.252,0.146,9.67789296975226e-19,"cDC2","chr8-141137764-141138482","DENND3"
"chr7-6221153-6222158",1.23911265514983e-09,0.826324391151156,0.104,0.059,0.000203654360437151,"cDC2","chr7-6221153-6222158","CYTH3"
"chr8-133129535-133130273.1",1.34911226289217e-11,0.826079617106982,0.126,0.074,2.21733345967642e-06,"cDC2","chr8-133129535-133130273","TG"
"chr3-192851691-192852264",2.47637079526503e-09,0.825861695723379,0.101,0.057,0.000407003922055784,"cDC2","chr3-192851691-192852264","MB21D2"
