"","cDC1","cDC2","DC2pre-hm","DC2hm"
"chr22-44171494-44173365",0.193445095261693,0.371099208844334,0.263583436710713,0.17187225918326
"chr11-70423631-70425034",0.150074198286476,0.383104275973318,0.311879860963581,0.154941664776625
"chr21-38997661-38998590",0.0971648996325283,0.403297929814693,0.285528929063275,0.214008241489504
"chr15-90566067-90566840",0.0777594911204077,0.384001640232064,0.381062658157765,0.157176210489764
"chr1-31482555-31483898",0.192650988186224,0.385676989446488,0.250408856807136,0.171263165560151
"chr9-89639947-89640856",0.235523286611568,0.368528139024298,0.172952757415755,0.222995816948379
"chr6-6885453-6886346",0.0897669319363761,0.390046967136853,0.362936804380262,0.157249296546509
"chr14-74571600-74572418",0.100242129711597,0.39521110124022,0.304789804573117,0.199756964475067
"chr13-30712685-30713616",0.118618606586829,0.386475278734365,0.291829378362001,0.203076736316805
"chr10-3720270-3721139",0.257146823691531,0.339375355193157,0.264648772045653,0.138829049069659
"chr17-74545050-74546324",0.227656361024141,0.367650090282599,0.227508051179105,0.177185497514154
"chr10-102815497-102816507",0.0642465892607027,0.385039457157805,0.390885702236874,0.159828251344619
"chr2-144413863-144414954",0.138633907206885,0.349803087432459,0.335485003811281,0.176078001549375
"chr2-12456222-12457139",0.278223354574342,0.32448587279173,0.289050851247869,0.108239921386058
"chr16-23504023-23505210",0.151778308857195,0.359207026888099,0.361789029999094,0.127225634255612
"chr4-88791848-88793098",0.134019501378326,0.39147828004943,0.240776668965888,0.233725549606355
"chr11-1760346-1760847",0.137292123148219,0.388565287888596,0.259757627840856,0.214384961122329
"chr19-35318643-35319456",0.135263575033948,0.395447440246242,0.25950499906226,0.209783985657551
"chr4-12126168-12126849",0.125587379201755,0.392090083971426,0.245239654837701,0.237082881989118
"chr11-10303594-10304101",0.184404026349272,0.35153171980784,0.248075629846379,0.215988623996509
"chr19-54209537-54210279",0.233777171121816,0.355884697831863,0.244904731674272,0.165433399372049
"chr19-51771165-51771947",0.223913463800942,0.360793418885057,0.267701776385059,0.147591340928941
"chr1-206951716-206952591",0.120747535866163,0.374211808154967,0.314591368791036,0.190449287187834
"chr4-73704359-73705084",0.190233755392535,0.368442622605953,0.329923194207298,0.111400427794214
"chr12-1812438-1813354",0.155394264815538,0.37465813132271,0.277195052747883,0.192752551113868
"chr3-194051349-194052168",0.25453959311548,0.347556846810451,0.279508509391942,0.118395050682127
"chr3-149816942-149817356",0.194959183371942,0.382050665344358,0.229922230973728,0.193067920309972
"chr5-150065312-150066325",0.118360537483403,0.393544157975571,0.274767818920515,0.213327485620511
"chr12-116551694-116552417",0.100514457974345,0.375683576098901,0.317039123226117,0.206762842700637
"chr16-84175203-84176274",0.32301055370254,0.317990161253609,0.216826302998205,0.142172982045646
"chr5-75319110-75321283",0.162912616759183,0.358443758233633,0.379955438761634,0.098688186245549
"chr8-19127890-19128665",0.274065806991881,0.357986355235817,0.273617605123915,0.094330232648387
"chr1-166902043-166902705",0.250652374074332,0.348015235161972,0.238467581049276,0.16286480971442
"chr1-115828140-115829593",0.123785450735369,0.393328819312108,0.281230010899733,0.201655719052791
"chr1-64512077-64512676",0.235226630231499,0.345668588820037,0.286530034990528,0.132574745957936
"chr15-66862711-66863362",0.243004986972731,0.367918169492839,0.150998577121737,0.238078266412692
"chr21-43602542-43604258",0.0679883916939455,0.405419144692563,0.339384317091066,0.187208146522426
"chr14-77565095-77566091",0.117686205474037,0.379349152513327,0.318484144922122,0.184480497090513
"chr5-39398966-39400009",0.230208682403208,0.376506928597192,0.244974267857954,0.148310121141646
"chr16-29154783-29155633",0.0634368741105355,0.386660556500263,0.291948031300803,0.257954538088398
"chr12-100576363-100577096",0.185157224447903,0.375093610222296,0.200243235011195,0.239505930318607
"chr20-53926249-53927039",0.209934100381353,0.347362243500141,0.312245653015105,0.130458003103401
"chr10-86224320-86225385",0.115969350320392,0.336315503430064,0.351670359747314,0.19604478650223
"chr19-6669488-6670457",0.147267959367712,0.357163966592049,0.342017927369852,0.153550146670387
"chr13-31982101-31982966",0.174645669954501,0.37541734246954,0.246905214175175,0.203031773400784
"chr11-117841473-117842602",0.122132949931318,0.408671909720661,0.328955528848355,0.140239611499667
"chr19-17679600-17680616",0.183612243754326,0.369297967914302,0.280696917319308,0.166392871012064
"chr7-29177868-29178633",0.253444273888076,0.348524008989105,0.241355045366653,0.156676671756166
"chr15-75836065-75837526",0.195567085324698,0.364347619714894,0.268667183490515,0.171418111469893
"chr20-6699942-6701428",0.225247124439387,0.364285811424392,0.262841595259242,0.147625468876979
"chr17-58534549-58535315",0.16683479766596,0.380660202165499,0.265654078681384,0.186850921487157
"chr6-14098380-14098759",0.094943074900584,0.402612093587519,0.27868872276852,0.223756108743377
"chr11-35932290-35933335",0.281037283165205,0.352741711504783,0.181840669600503,0.184380335729509
"chr17-83152933-83153772",0.119726835911356,0.378806495899586,0.33378007300107,0.167686595187987
"chr5-157566949-157567488",0.252849111160035,0.37502003361464,0.20164579320282,0.170485062022506
"chr17-17408409-17409063",0.277447733140414,0.331137334641012,0.251951863843588,0.139463068374986
"chr4-40563461-40564395",0.289345413960505,0.326743185657775,0.278117013449868,0.105794386931852
"chr3-52070467-52071751",0.167267581540507,0.351165426424996,0.283495303441825,0.198071688592672
"chr3-183537184-183537823",0.108357863938949,0.372069416326509,0.298834089499082,0.22073863023546
"chr12-68364805-68365735",0.105769151500686,0.381695903581741,0.306918150580341,0.205616794337232
"chr2-28410256-28410750",0.221240282225091,0.360754724870024,0.218451471306776,0.199553521598108
"chr4-143920649-143921653",0.393818541836976,0.3313326567039,0.131772935053325,0.143075866405798
"chr13-41463103-41464185",0.277244947444402,0.348446597937098,0.230991657599372,0.143316797019128
"chr4-1300433-1301499",0.248089419038308,0.376288294016369,0.209976397570622,0.1656458893747
"chr4-1200454-1202590",0.184325615918605,0.354515845787149,0.290042952390501,0.171115585903745
"chr8-21857625-21858802",0.207613147074607,0.366148848647623,0.279293145318884,0.146944858958885
"chr6-132713231-132714416",0.172097689211456,0.379868967472414,0.272625509043552,0.175407834272578
"chr8-37575168-37575653",0.225484891092236,0.348477324197335,0.276374252448765,0.149663532261665
"chr10-112815135-112815996",0.311602684829214,0.313894873366918,0.29364711388218,0.0808553279216881
"chr1-241541885-241542818",0.11795541605844,0.383229099708651,0.246101983594633,0.252713500638276
"chr3-15291822-15292517",0.139316867281106,0.39365365068175,0.275191990331954,0.191837491705191
"chr3-33791525-33792220",0.159255597836935,0.386195729182619,0.327094955079347,0.127453717901098
"chr11-96230487-96231128",0.147731444033779,0.355280259321373,0.296724933888768,0.20026336275608
"chr9-137446905-137447413",0.338955904478372,0.315091056875501,0.154398963374996,0.191554075271131
"chr19-2710210-2711935",0.154688067379715,0.394368525011405,0.230685196546074,0.220258211062806
"chr11-125069868-125071227",0.0946525512194328,0.3843847558613,0.34283582697024,0.178126865949027
"chr11-12124012-12125174",0.174876267626841,0.34956829248072,0.316804906525112,0.158750533367328
"chr2-25557253-25558708",0.0928178705429071,0.387637235297944,0.310033533003235,0.209511361155914
"chr1-52636510-52637742",0.204136008615432,0.367126739861066,0.271081066042824,0.157656185480678
"chr22-25759524-25760303",0.227110627510088,0.353764158238192,0.255502429367276,0.163622784884443
"chr10-118792255-118793079",0.128110770866565,0.378245725385391,0.2802403829321,0.213403120815943
"chr7-29202211-29203095",0.205186191484974,0.373154583670641,0.233341518604641,0.188317706239745
"chr6-144590387-144591262",0.124464955652402,0.369179143275638,0.233237834400488,0.273118066671472
"chr1-161082627-161083877",0.0662231017014497,0.40541744918247,0.298533974974541,0.229825474141539
"chr9-107928886-107929851",0.084360514915717,0.386581058643707,0.290228147298357,0.238830279142219
"chr1-87151452-87152364",0.23301461396565,0.372806706135338,0.228192499593582,0.165986180305429
"chr2-207502821-207503542",0.0765136543139982,0.395346194101125,0.318657369506353,0.209482782078523
"chr10-48633974-48635100",0.283162427963078,0.358804677802872,0.221794523125145,0.136238371108905
"chr19-4057659-4058866",0.130275011172653,0.365845873585587,0.347743496581269,0.15613561866049
"chr11-121575066-121575973",0.290165394593272,0.323786507807771,0.248026909520853,0.138021188078105
"chr2-41965859-41967697",0.0632872990478785,0.381782539085217,0.29671980817311,0.258210353693794
"chr11-72736327-72737096",0.208125633893906,0.366675473807253,0.272530447673205,0.152668444625636
"chr18-35809435-35810351",0.16000165661534,0.346831576249274,0.323203121579728,0.169963645555658
"chr15-67174865-67176359",0.127012506505127,0.346275041104798,0.285655896144963,0.241056556245112
"chr8-125432027-125432624",0.246768459724408,0.356344454821263,0.229789789152216,0.167097296302113
"chr10-93436044-93437711",0.202494415644318,0.367415039410586,0.317904158765678,0.112186386179418
"chr4-2794642-2794964",0.219974367984057,0.361562419213504,0.251979326094685,0.166483886707753
"chr8-139893699-139895073",0.195753409188188,0.368103475832992,0.23365353390697,0.202489581071851
"chr17-14737956-14738838",0.0714019452057197,0.391202530114889,0.344897485718605,0.192498038960787
"chr10-6927036-6928954",0.135929482682011,0.38957965580567,0.338981449698838,0.135509411813481
"chr20-3419996-3420746",0.0693955132474641,0.391024176205929,0.409429595585273,0.130150714961334
"chr12-40157912-40159149",0.120643992355053,0.396562475610079,0.291735770984575,0.191057761050293
"chr5-140251278-140252003",0.175957205546847,0.374173704878735,0.307685301004736,0.142183788569683
"chrX-1336030-1337132",0.114141637277199,0.387767567409053,0.232702808374277,0.265387986939471
"chr3-138412763-138413626",0.0932303682085235,0.389956180966274,0.320570133771166,0.196243317054036
"chr5-43193370-43194030",0.156438677148688,0.378630382448832,0.27910838050282,0.18582255989966
"chr5-56159391-56159947",0.24488448948755,0.35645819455065,0.249990263714692,0.148667052247107
"chr15-69721350-69721776",0.233652554734919,0.359668731125245,0.208174384433788,0.198504329706048
"chr2-70515667-70517059",0.145019339827882,0.377985412794278,0.278188381708881,0.198806865668959
"chr16-48317035-48318257",0.238097953898443,0.366203478690834,0.229778360805507,0.165920206605217
"chr11-33912120-33913161",0.105870546600018,0.374492819136335,0.289229748537078,0.230406885726569
"chr6-7697454-7698690",0.132893452878835,0.366113586780728,0.360289806560028,0.140703153780408
"chr17-3802521-3803553",0.250343473863842,0.352233691046704,0.18299332668055,0.214429508408903
"chr14-91377828-91378611",0.249717198743667,0.332052659342351,0.244914359785519,0.173315782128463
"chr11-130050243-130051435",0.198358365715898,0.382040792545946,0.196769447934845,0.222831393803312
"chr12-63955206-63956329",0.305450401429266,0.332214509753376,0.219082151683224,0.143252937134134
"chr2-38835786-38836416",0.354381590211458,0.335136913193643,0.149353209063382,0.161128287531517
"chr14-64705410-64706100",0.231839450675154,0.347541059694413,0.227572557527161,0.193046932103272
"chr12-107329462-107330134",0.186400549025238,0.358509793297825,0.297542503137913,0.157547154539024
"chr20-2288668-2289844",0.292640250020652,0.327243146308721,0.226215816711956,0.153900786958671
"chr15-69758792-69759371",0.243042361012254,0.366994048513455,0.192813680867861,0.197149909606429
"chr12-108696215-108696878",0.117707882453867,0.366900194440437,0.328673990682584,0.186717932423112
"chr22-41768093-41768885",0.291603838248403,0.32979467391244,0.247742046613673,0.130859441225485
"chr2-113886406-113886884",0.188575888269118,0.378948517262881,0.28624584176061,0.146229752707392
"chr3-45064425-45065298",0.277946056418898,0.328292050705149,0.245754412458055,0.148007480417897
"chr7-157490183-157490960",0.131052132116516,0.382204629373856,0.282196830308226,0.204546408201403
"chr19-51407193-51408083",0.0894721063065074,0.389611317165593,0.279781948719683,0.241134627808217
"chr10-79298663-79299132",0.0395878285504261,0.361120213906804,0.419962582115077,0.179329375427693
"chr19-11293548-11294126",0.211200244128977,0.364044413454307,0.245629877321983,0.179125465094732
"chr11-72483388-72484213",0.237457496431423,0.340826916198002,0.235674547957197,0.186041039413378
"chr5-135999039-135999863",0.169659707891565,0.348721992991022,0.352723447297911,0.128894851819502
"chr20-62727733-62728720",0.115019906584945,0.392998943192215,0.289876993816136,0.202104156406704
"chr7-158710168-158711172",0.198614456340137,0.340666863765313,0.300906928656768,0.159811751237782
"chr15-75089860-75090775",0.304305706191306,0.32568696690618,0.235377153253054,0.13463017364946
"chr18-45973880-45974729",0.344337288452388,0.327056411531903,0.226743474091988,0.101862825923721
"chr10-80528975-80530620",0.229468757484946,0.364460996711488,0.18886179956737,0.217208446236196
"chr17-17036156-17037067",0.118113610172398,0.379452905101078,0.305714204095721,0.196719280630803
"chr18-70421529-70422505",0.171529158616139,0.343921334213817,0.379736227009588,0.104813280160455
"chr10-78756551-78757769",0.168941501013046,0.356368900536414,0.287430018673647,0.187259579776893
"chr17-81364819-81366298",0.184184394970668,0.353464010382758,0.306078247179016,0.156273347467557
"chr2-98505237-98505827",0.314838426958041,0.334509638090819,0.186592446191629,0.16405948875951
"chr3-38151664-38152273",0.156022342570905,0.365715128916018,0.250715396865276,0.2275471316478
"chr14-90087143-90087968",0.118378749943651,0.382751484431368,0.317442997680643,0.181426767944338
"chr1-186655703-186656270",0.296530935777493,0.325896791462559,0.232292768485428,0.14527950427452
"chr12-13098701-13099566",0.211492007715078,0.357880187863724,0.257316706705189,0.173311097716009
"chr12-107317769-107319049",0.131252116894544,0.38306326981156,0.317311330217192,0.168373283076704
"chr5-135393160-135393554",0.239470836043173,0.338692361273283,0.25306375347912,0.168773049204424
"chr2-217218227-217219096",0.0663016240515819,0.370091707682429,0.410720097802474,0.152886570463514
"chr12-51394096-51394516",0.177145318130054,0.371706011894719,0.255841403224879,0.195307266750348
"chr1-108590472-108592352",0.172544514385476,0.376353894584238,0.276846360263018,0.174255230767268
"chr5-172886806-172887587",0.185286570252836,0.372457477303052,0.277108422881553,0.165147529562559
"chr8-60952749-60953578",0.150132213147023,0.366076432940703,0.34354724823172,0.140244105680554
"chr3-48563737-48564455",0.152548010878599,0.368604163969138,0.258710908304804,0.22013691684746
"chr6-148656679-148657501",0.111585607907675,0.35694253409001,0.314840634597023,0.216631223405292
"chr1-45393059-45394757",0.15368719515084,0.371820756647853,0.294653271662005,0.179838776539302
"chr17-76268213-76268546",0.188578096443308,0.358443085141021,0.240722591219978,0.212256227195694
"chr3-46097593-46098181",0.187994765029981,0.368195541628609,0.315720051115225,0.128089642226186
"chr15-67109414-67110017",0.15512351165974,0.374848563250519,0.274613574070118,0.195414351019623
"chr8-18196649-18197599",0.265874713379288,0.335224437090153,0.217388530869521,0.181512318661038
"chr5-147403109-147404875",0.0558541794846223,0.367499346165983,0.395484635717938,0.181161838631456
"chr18-57073178-57074106",0.163744680962738,0.369385514207177,0.30339647648941,0.163473328340674
"chr6-7129897-7130662",0.244910685084481,0.346602480716653,0.283270875994463,0.125215958204403
"chr2-127313108-127314580",0.189887311685648,0.36814218516512,0.241268027652452,0.20070247549678
"chr12-55846987-55848525",0.170029087588213,0.368135750597697,0.291345186106234,0.170489975707856
"chr17-68312076-68312991",0.177487112520967,0.36999757804888,0.275794599736385,0.176720709693767
"chr14-90629769-90630904",0.233458721033973,0.345095505548673,0.279870824397615,0.141574949019739
"chr6-47165736-47166289",0.179588360335176,0.359913368357762,0.278012538095071,0.182485733211992
"chr10-69045348-69045981",0.231828137248609,0.349232014195396,0.251730361686303,0.167209486869692
"chr5-163914909-163917124",0.223244370740129,0.357682687770375,0.256114500776306,0.162958440713189
"chr5-137621925-137623348",0.228716005636913,0.348905701085643,0.23299050989653,0.189387783380915
"chr1-220999907-221001031",0.298210711506341,0.337366571257596,0.242857484409441,0.121565232826621
"chr7-29319399-29320455",0.194187093087223,0.343559386148966,0.291708589977268,0.170544930786543
"chr3-10223627-10224067",0.238414338274616,0.357133800565887,0.261228031909411,0.143223829250085
"chr1-64987199-64987992",0.183323625761082,0.353909163366197,0.269918079763095,0.192849131109625
"chr15-33154308-33155256",0.172991025997496,0.355694856916204,0.261868571649844,0.209445545436456
"chr4-7649551-7650367",0.0763219207342753,0.371929832645749,0.358783129390359,0.192965117229617
"chr6-11413263-11414890",0.193264005994237,0.383309425900426,0.299479431634425,0.123947136470912
"chr11-121416992-121417628",0.0853851920497961,0.388869254674221,0.324442687013464,0.201302866262519
"chr1-22048245-22048772",0.211255714434803,0.356152021488202,0.21028443052779,0.222307833549205
"chr10-97541969-97543777",0.133709440717295,0.359009668547516,0.294609553819245,0.212671336915944
"chr12-31748905-31749673",0.246700730890804,0.353313640867001,0.225093428350756,0.174892199891439
"chr16-89256585-89257642",0.236802325859012,0.35834033251108,0.248594325320966,0.156263016308941
"chr15-85545137-85546126",0.277774015318245,0.347443840381726,0.217575650471779,0.15720649382825
"chr22-38967301-38968277",0.216462021979166,0.350192286683584,0.283939507580805,0.149406183756445
"chr17-28981974-28982977",0.223638554650722,0.330871042459207,0.266480139366383,0.179010263523688
"chr20-23086027-23086577",0.195258050845441,0.373968472162673,0.25669236189898,0.174081115092907
"chr8-29655424-29656797",0.111946782702474,0.381456870013892,0.292542601428819,0.214053745854816
"chr8-96861109-96862140",0.23608082935441,0.334385500672254,0.274405301086518,0.155128368886818
"chr10-75430974-75431994",0.201696702840457,0.363571971888165,0.23510043889384,0.199630886377538
"chr12-51972655-51973311",0.211389256159129,0.366638091674663,0.240918106160175,0.181054546006034
"chr9-89154301-89155089",0.235571025332879,0.338346332301294,0.250189662694641,0.175892979671186
"chr11-60388982-60389933",0.227262753387824,0.361798197052841,0.244559128949344,0.166379920609991
"chr21-35924585-35925858",0.193241377656895,0.350794322804564,0.29207611612164,0.163888183416901
"chr19-6056813-6057763",0.106278501467556,0.385365857729896,0.274111929615472,0.234243711187077
"chr22-43093824-43094489",0.146860579452798,0.379283190984536,0.284755656600893,0.189100572961772
"chr18-46013298-46013944",0.209621548805986,0.355983269184362,0.2234426528742,0.210952529135452
"chr11-102760209-102760716",0.135658053946473,0.360935865294612,0.271118949353313,0.232287131405603
"chr14-71371504-71372889",0.322597304528472,0.316442337726537,0.220440825748641,0.14051953199635
"chr16-31350184-31350581",0.240411628840578,0.338080959094749,0.275181250487988,0.146326161576685
"chr4-139872014-139872717",0.193148769424515,0.351606582399982,0.2858569738655,0.169387674310003
"chr17-75313664-75314446",0.238823845629321,0.358663195360392,0.254141950172583,0.148371008837705
"chr2-74845345-74845805",0.234356920649105,0.328917569036347,0.268186546558612,0.168538963755936
"chr3-38148084-38148646",0.178879981340656,0.409547094238427,0.19805718671554,0.213515737705377
"chr22-42995042-42995592",0.153212780844149,0.366709249995564,0.271700335443437,0.208377633716849
"chr10-26621771-26623173",0.228570688031065,0.361970309539352,0.250630279350434,0.158828723079148
"chr6-43383089-43384423",0.200261238956349,0.359339218717029,0.293747087301075,0.146652455025548
"chr6-33692451-33693253",0.144481343532479,0.345189093963329,0.291139387321071,0.219190175183121
"chr2-74831912-74832407",0.135970364299131,0.361585612708425,0.315214899606471,0.187229123385973
"chr2-217902584-217903161",0.136279623330663,0.377194384165699,0.279308258168313,0.207217734335325
"chr12-123089165-123090347",0.170019548050672,0.372655703677332,0.276908959663607,0.18041578860839
"chr5-1479499-1480658",0.118030808003202,0.374694742227357,0.324447465277459,0.182826984491982
"chr1-110645973-110646389",0.0999537695000846,0.39686272300779,0.285970007374218,0.217213500117907
"chr2-110993535-110994650",0.214647971465736,0.353750558765138,0.232806561839636,0.19879490792949
"chr12-25333454-25334358",0.140164010772398,0.369055275377266,0.323560463119131,0.167220250731206
"chr9-72586529-72587142",0.118790396207337,0.35375367515988,0.339017631248984,0.188438297383799
"chr12-13208595-13209744",0.311744808997618,0.331414192954912,0.210069099215186,0.146771898832284
"chr3-45656492-45657045",0.250087776900087,0.335986521005214,0.306106442817651,0.107819259277048
"chr17-82859429-82860458",0.165160476313617,0.363453260263216,0.283576289217795,0.187809974205372
"chr2-187585996-187586722",0.176874356542005,0.344418786816393,0.350620170903533,0.128086685738068
"chr2-200454850-200456516",0.171819168084716,0.357504569631904,0.28128989301917,0.18938636926421
"chr16-84805922-84806966",0.163612513492922,0.375692106847285,0.248602845231284,0.212092534428509
"chr20-62787166-62787722",0.159029247855234,0.369347289494651,0.213323814892128,0.258299647757986
"chr6-159691102-159691511",0.213444460460643,0.358497505409384,0.238197958911224,0.189860075218749
"chr6-158720130-158721277",0.122782713970697,0.355638086388674,0.330889608794724,0.190689590845904
"chr17-74612428-74613234",0.140915393580081,0.35836859407743,0.240283452990844,0.260432559351644
"chr10-14617269-14618232",0.092102158533767,0.401753919230289,0.279486032922077,0.226657889313867
"chr1-109816030-109816857",0.193676831843776,0.354931556207043,0.235197993956789,0.216193617992392
"chr22-30270683-30271251",0.229580426558923,0.336526275985576,0.266670753170481,0.167222544285021
"chr1-94602154-94603071",0.105285702156913,0.389389334386751,0.269577709711934,0.235747253744402
"chr12-6332517-6333327",0.214774946491969,0.3717417049253,0.205774726908623,0.207708621674107
"chr10-79320879-79321452",0.14998703137744,0.361370480160248,0.329373789540066,0.159268698922246
"chr17-74521550-74522124",0.172664985793407,0.345218881057687,0.294220741852425,0.187895391296481
"chr7-2737853-2738511",0.211312218557216,0.334527852986376,0.271050685078107,0.183109243378302
"chr7-12584825-12585547",0.151617383426085,0.345295590564506,0.378114664080859,0.12497236192855
"chr3-50450083-50451153",0.236882673399512,0.347495113035168,0.238030621568416,0.177591591996905
"chr10-104246598-104247846",0.111738003977772,0.359318096508549,0.343648511848928,0.185295387664752
"chr14-89479484-89480229",0.116531257545762,0.385930446377952,0.279590283918947,0.217948012157339
"chr2-60710599-60711161",0.267783016568426,0.331644445370717,0.190947606726373,0.209624931334485
"chr11-72069185-72070475",0.180552788749159,0.35344651388406,0.26189283514402,0.204107862222761
"chr2-224400842-224402294",0.222277035511854,0.353745879265824,0.240964868429905,0.183012216792416
"chr22-42863197-42864111",0.156077754310128,0.367607236238477,0.303612849783187,0.172702159668208
"chr2-231545123-231546034",0.215320576559588,0.372670056017733,0.228544245920939,0.18346512150174
"chr12-116594014-116594825",0.122282390799658,0.385484761268108,0.259898071457764,0.23233477647447
"chr22-31917033-31917959",0.177770059063959,0.374495268254684,0.207926767619649,0.239807905061708
"chr3-194527042-194527628",0.153727629930349,0.382133123078165,0.249450881350212,0.214688365641274
"chr11-35165340-35166364",0.153931337489489,0.376245794368415,0.2426767716219,0.227146096520196
"chr22-46603754-46604720",0.175864947587873,0.331955071771155,0.327190382542369,0.164989598098602
"chr9-124281790-124282459",0.16316768690941,0.367600177773518,0.266156099648879,0.203076035668192
"chr2-233350573-233351058",0.283425177156187,0.304362290031399,0.295175271123007,0.117037261689406
"chr19-7471644-7473407",0.178114850201549,0.370452585188516,0.303229452673567,0.148203111936367
"chr1-204520766-204521612",0.278371812555967,0.333634012898305,0.244592484444623,0.143401690101106
"chr17-78591882-78592991",0.1128746930699,0.380382226446841,0.296744307149212,0.209998773334048
"chr4-87843680-87844337",0.122996523571693,0.377596132965387,0.28359267225318,0.21581467120974
"chr6-11323188-11324247",0.0883298693280355,0.386597250544368,0.322570259372655,0.202502620754942
"chr20-1871825-1872979",0.126607764132897,0.379146548028694,0.283394938059888,0.210850749778521
"chr14-55102188-55102597",0.170056408610232,0.364687760679274,0.200574988897088,0.264680841813406
"chr10-119320679-119321442",0.158037140124449,0.383865862302239,0.248601601669773,0.209495395903539
"chr17-74631766-74632953",0.155315460128865,0.367203725135016,0.283911485198226,0.193569329537894
"chr17-76715867-76716733",0.161593745373992,0.366279001981204,0.259254987199944,0.21287226544486
"chr6-170048386-170049117",0.0706092640542418,0.386250980081042,0.32248654061412,0.220653215250596
"chr10-132588236-132589351",0.177271799871206,0.359986495238643,0.267298776317932,0.195442928572219
"chr17-8915436-8916874",0.0825982285944097,0.37430586774724,0.308308620980432,0.234787282677918
"chr18-48979848-48980464",0.174949860051011,0.360502651346071,0.238987806526626,0.225559682076291
"chr17-50289708-50290663",0.272792894379718,0.343094568376011,0.203758181190697,0.180354356053574
"chr14-22847672-22848817",0.153640270845981,0.384801238786463,0.234812321358333,0.226746169009223
"chr11-2898467-2899775",0.227836412737994,0.35119379185364,0.223109541271927,0.197860254136439
"chr5-89302307-89303472",0.13400427807711,0.341919713815779,0.372797091305226,0.151278916801885
"chr10-5291457-5292650",0.110897193523296,0.372202497024827,0.290003194192848,0.226897115259029
"chr12-94643639-94644963",0.118279985676599,0.374833235195109,0.322044338590382,0.184842440537909
"chr14-61525001-61525854",0.157628144510916,0.374169575167832,0.309347698825523,0.158854581495729
"chr20-50003073-50003601",0.149799828954133,0.368898429038507,0.283725612768097,0.197576129239263
"chr1-153535312-153536471",0.215648595352572,0.35548104602688,0.231757855836384,0.197112502784164
"chr6-15368220-15368778",0.256952630325428,0.360687034719366,0.147017717740812,0.235342617214393
"chr1-26274554-26275178",0.21231518064417,0.34059280268275,0.227302585930586,0.219789430742494
"chr1-158283542-158284402",0.182770758378256,0.346859510516411,0.279977097355678,0.190392633749655
"chr17-47719319-47720041",0.0832334117750513,0.39442445617736,0.276405080473517,0.245937051574071
"chr15-99509585-99511058",0.260876942835363,0.341024624698765,0.217993171871036,0.180105260594836
"chr8-53944706-53945677",0.221801480867932,0.354261931708245,0.295219506438521,0.128717080985302
"chr20-49794664-49795268",0.187305254582862,0.376808272866951,0.257187564109842,0.178698908440345
"chr1-247435016-247435681",0.102009413511687,0.404152592742492,0.255738100126643,0.238099893619179
"chr17-79993269-79994156",0.149484958525021,0.373461103291704,0.272687331271869,0.204366606911405
"chr22-37574233-37575044",0.203029207928745,0.371080927401078,0.275695209013759,0.150194655656417
"chr8-131815854-131817069",0.198465284240567,0.353968121790444,0.305643749294018,0.141922844674972
"chr22-39308465-39309230",0.102529561083393,0.363234533279135,0.337273456186328,0.196962449451144
"chr1-44720984-44722321",0.175221941845567,0.367067159863873,0.228182749678437,0.229528148612123
"chr7-139681828-139682933",0.0668613268533901,0.378456323979566,0.338332053664389,0.216350295502654
"chr20-5947201-5947781",0.206570923282051,0.355347485412391,0.265244199748441,0.172837391557117
"chr10-71775125-71775641",0.252864282865632,0.330998007951114,0.232757050749115,0.183380658434138
"chr14-76908625-76909328",0.166149739365118,0.370958058980687,0.286152311415758,0.176739890238437
"chr1-28313838-28315581",0.15025587193408,0.364925820133925,0.281769329454338,0.203048978477657
"chr6-7324252-7325031",0.0932827676086233,0.384755262543022,0.291440233004297,0.230521736844058
"chr19-7182873-7183747",0.272598568615915,0.338702816914509,0.253058347212751,0.135640267256825
"chr10-46020903-46021274",0.176448656245308,0.349037361355361,0.263881695057133,0.210632287342198
"chr18-62450237-62451486",0.189311138272724,0.336886891219157,0.30393909298506,0.169862877523059
"chr3-14377509-14378748",0.192357128684375,0.354816101616686,0.234309026753292,0.218517742945647
"chr17-29195259-29196095",0.160517708230844,0.365687495798777,0.263242394213736,0.210552401756643
"chr9-111957955-111958591",0.155373904807143,0.365202095343187,0.257053074580628,0.222370925269042
"chr2-85498832-85499512",0.112492628426378,0.343500443319209,0.329784689132412,0.214222239122002
"chr21-39000412-39000971",0.12796293841708,0.379981372822945,0.239061610135512,0.252994078624464
"chr13-98476142-98476902",0.192422178723921,0.349456759884309,0.283855835657661,0.174265225734109
"chr14-76904340-76905271",0.190426625052747,0.339032864540005,0.315095019941718,0.15544549046553
"chr20-40497787-40498818",0.124736556751588,0.354694172704647,0.424992049432838,0.0955772211109275
"chr15-90829540-90831283",0.160820501500651,0.364869675380726,0.278988707400585,0.195321115718038
"chr3-5463765-5465491",0.298144716567853,0.320363940188279,0.190502900374332,0.190988442869536
"chr1-101291359-101292024",0.115985069994108,0.383234318856046,0.323983718139735,0.176796893010111
"chr11-2825255-2827185",0.225400602603531,0.333934393892133,0.25875318080352,0.181911822700816
"chr6-158086066-158087778",0.189351911611359,0.357532822552239,0.213099943490168,0.240015322346234
"chr14-92664949-92666218",0.186757045139938,0.36345652015785,0.262490401251202,0.18729603345101
"chr8-130329692-130330355",0.284956932166707,0.333427483587614,0.267324576547922,0.114291007697758
